Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
184,ErnConcrete 100B,152.442500,split,157.402500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
185,ErnConcrete 100C,153.102500,split,159.517500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
186,Louisville Gas,451.425000,split,456.425000,,88.5,88.5,023,NN,023,Tone->Tone,P25,5.00,,50W,Ops,,,,
187,Valhalla Golf Co,451.537500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Valhalla Golf Course,,,,
188,Mega Cavern 1,461.675000,split,466.675000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Mega Cavern 1,,,,
189,Mega Cavern 2,464.662500,split,469.662500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Mega Cavern 2,,,,
190,Mega Cavern 3,464.837500,split,469.837500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Mega Cavern 3,,,,
191,Air Boss (V),135.770000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,50W,Thunder Over Louisville Air Boss,,,,
192,Air Boss (U),306.200000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,50W,Thunder Over Louisville Air Boss,,,,
193,Thunder PTD,372.200000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,50W,Dept. of Defense Pilot To Dispatch,,,,
194,Air Boss (V),120.300000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,50W,Thunder Over Louisville Air Boss,,,,
195,Slugger A,451.312500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
196,Slugger B,451.375000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
197,Slugger C,451.437500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
198,Slugger D,451.462500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
199,Slugger E,451.487500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
200,Slugger F,456.312500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
201,Slugger G,456.375000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
202,Slugger H,456.487500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
203,Slugger I,456.587500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
204,KFC Security,461.412500,split,466.412500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,KFC Yum Center Security,,,,
